Ident,ICAO,IATA,Name,Country or Area Code,Latitude,Longitude
EBNE,EBNE,,Neerpelt,Belgium,51.21344757,5.47898388
EBNH,EBNH,,Nhv Oostende,Belgium,51.1941185,2.85420394
EBNM,EBNM,,Namur / Suarl�e,Belgium,50.48805618,4.76888895
EBOR,EBOR,,Vresse Sur Semois / Orchimont,Belgium,49.90646362,4.93411875
EBOS,EBOS,OST,Oostende,Belgium,51.19889069,2.86229992
EBSG,EBSG,,St. Ghislain,Belgium,50.45750046,3.82027769
EBSH,EBSH,,St Hubert (Civ),BEL,50.03583145,5.4041667
EBSJ,EBSJ,,Az Sint-Jan Brugges,Belgium,51.22048569,3.1960938
EBSL,,,Zutendaal,,50.94615555,5.591115
EBSP,EBSP,,Spa-La Sauveniere,Belgium,50.48249817,5.91027784
EBSS,EBSS,,Sint-Lucas Hospital,Belgium,51.18390274,3.24994516
EBST,,,Brustem AFB,,50.78727722,5.19416428
EBSU,EBSU,,Saint Hubert Mil,Belgium,50.03416824,5.44000006
EBSW,EBSW,,Sint-Pieters-Leeuw,Belgium,50.76279831,4.21935987
EBTN,EBTN,,Goetsenhoven,Belgium,50.7816658,4.95777798
EBTX,EBTX,,Verviers - Theux,Belgium,50.55250168,5.85500002
EBTY,EBTY,ZGQ,Tournai Maubray,Belgium,50.52972412,3.49444437
EBUL,EBUL,,Ursel,Belgium,51.14416504,3.47555566
EBVS,EBVS,,Sint-Augustinus,Belgium,51.06233978,2.66929126
EBWE,EBWE,,Weelde,Belgium,51.39416504,4.95916653
EBZH,EBZH,,Hasselt Kieiwt,Belgium,50.97000122,5.375
EBZR,EBZR,OBL,Zoersel,Belgium,51.26470184,4.75333023
EBZU,EBZU,,Zuienkerke,Belgium,51.25666809,3.14055562
EBZW,EBZW,,Genk Zwartberg,Belgium,51.01506042,5.52570581
ED01,,,Agathazell,Germany,47.554142,10.27298641
ED02,,,Fuessen,Germany,47.58270645,10.68760204
ED03,,,Pohlheim Viehweide,,50.53221893,8.73283958
ED04,,,Braunfels,,50.52526093,8.39415264
ED05,,,Unterwoessen,,47.73008347,12.43821144
ED06,,,Butzbach Pfingstweide,Germany,50.43562317,8.620574
ED07,,,Glashuetten - Oberems,,50.24190903,8.39904976
ED08,ETSK,,Kaufbeuren,Germany,47.86687851,10.61736012
ED09,,,Riedelbach,,50.30244446,8.38501358
ED1A,,,Uniklinik Giessen,Germany,50.57582092,8.6670742
ED1B,,,Giessen Polizeipraesidium,,50.5699501,8.69682789
ED1C,,,Uniklinik Frankfurt A.M.,,50.0955658,8.66252995
ED1D,,,Klinikum Offenbach,,50.09355545,8.75604057
ED1E,,,Bgu Bergen-Enkheim,,50.14543915,8.70962143
ED1F,,,Kh Bad Soden,DEU,50.15007019,8.51461601
ED1G,,,Klinikum Frankfurt-Hoechst,,50.10839844,8.54692459
ED1H,,,Uniklinik Marburg,,50.81391907,8.80439758
ED1I,,,Klinikum Kassel,,51.32855225,9.50949478
ED1J,,,Wiesbaden Unfallklinik Hsk,Germany,50.06596756,8.19325829
ED1K,,,Fulda Herz-Jesu Hospital,,50.56375122,9.67272377
ED1L,,,Klinikum Fulda,,50.54557037,9.70516014
ED1M,,,Rotorflug Gmbh Friedrichsdorf,,50.26435089,8.66573906
ED1N,,,Krankenhaus Wetzlar,,50.53727722,8.5283165
ED1O,,,Helios Klinikum Kassel,DEU,51.31175995,9.45347977
ED1P,,,Giessen Lrz,Germany,50.57249832,8.65273571
ED1Q,,,Uniklinikum Goettingen,,51.5512085,9.94206429
ED2A,,,Elmshorn Regioklinik Helipad,,53.75307465,9.68498135
ED2B,,,Flensburg Diakonissenkrankenhaus,,54.79067993,9.42521286
ED2C,,,Itzehoe Klinikum,,53.94322968,9.50575066
ED3,,,Oyen Muni,,51.33473206,-110.4907761
ED4,,,Fox Creek,,54.38022614,-116.7657318
ED5,,,Taber,,49.82639313,-112.1825028
ED6,,,De Winton/Highwood,,50.80120087,-113.8878784
EDAB,,,Bautzen,,51.1930542,14.51891708
EDAC,EDAC,AOC,Leipzig-Altenburg,Germany,50.98181534,12.50636101
EDAD,EDAD,,Dessau,Germany,51.83216476,12.18583298
EDAE,EDAE,,Eisenhuettenstadt,Germany,52.19449997,14.5880003
EDAG,EDAG,,Grossr�ckerswalde,Germany,50.64389038,13.12638855
EDAH,EDAH,HDF,Heringsdorf,Germany,53.87870407,14.15234756
EDAI,,,Segeletz,,52.82672119,12.54362488
EDAJ,,,Gera-Leumnitz,,50.88150024,12.13524628
EDAK,EDAK,,Grossenhain,Germany,51.30683517,13.55887508
EDAL,,,Furstenwalde,,52.38941193,14.0940094
EDAM,,,Merseburg,,51.36314774,11.941679
EDAN,,,Neustadt-Glewe,,53.36119461,11.61254883
EDAO,,,Nordhausen,,51.49259186,10.83692551
EDAP,,,Neuhausen,,51.68480682,14.42274284
EDAQ,EDAQ,,Halle-Oppin,Germany,51.55199814,12.05266666
EDAR,,,Pirna-Pratzschwitz,,50.97846603,13.90930367
EDAS,,,Finsterwalde,,51.6346817,13.67295074
EDAT,,,Nardt,,51.45038605,14.19998264
EDAU,EDAU,IES,Riesa-Goehlis,Germany,51.29349899,13.35599995
EDAV,,,Finow,,52.82716751,13.69653416
EDAW,,,Roitzschjora,,51.57743835,12.49538326
EDAX,EDAX,REB,Mueritz Airpark,Germany,53.30509949,12.75207806
EDAY,EDAY,QPK,Strausberg,Germany,52.58016586,13.91499996
EDAZ,EDAZ,QXH,Sch�nhagen,Germany,52.20800018,13.15649986
EDBA,,,Arnstadt-Alkersleben,,50.84221268,11.06968975
EDBC,EDBC,CSO,Magdeburg/Cochstedt,Germany,51.85592651,11.4180088
EDBD,,,Dedelow,,53.35547256,13.78350639
EDBE,,,Brandenburg/M�hlenfeld,,52.43662262,12.5910778
EDBF,EDBF,,Fehrbellin,Germany,52.79333496,12.76033306
EDBG,,,Burg,,52.24252319,11.85716438
EDBH,EDBH,BBH,Stralsund-Barth,Germany,54.33817673,12.7101059
EDBI,,,Zwickau,,50.70106125,12.45237446
EDBJ,EDBJ,,Jena-Sch�ngleina,Germany,50.91550064,11.71416664
EDBK,EDBK,,Kyritz,Germany,52.91883469,12.42533302
EDBL,,,Laucha,,51.24428177,11.69357777
EDBM,EDBM,ZMG,Magdeburg/City,Germany,52.07365799,11.62646675
EDBN,,,Neubrandenburg-Trollenhagen,,53.60218048,13.30467987
EDBNX,,,Fse Edbn Waldpolenz,,51.32750702,12.65602303
EDBO,,,Oehna,,51.90029144,13.05436325
EDBP,EDBP,,Pinnow,Germany,53.61516571,11.56099987
EDBQ,,,Bronkow,,51.67160034,13.96044827
EDBR,EDBR,,Rothenburg/G�rlitz,Germany,51.36316681,14.94999981
EDBS,,,S�mmerda-Dermsdorf,,51.19827652,11.19234467
EDBT,,,Allstedt,,51.38233185,11.44692421
EDBU,,,Pritzwalk - Sommersberg,,53.17984009,12.18468666
EDBV,EDBV,,Stralsund,Germany,54.33866501,13.04683304
EDBW,,,Werneuchen,,52.63288116,13.76787853
EDBX,,,G�rlitz,,51.15987015,14.95042801
EDBY,,,Schmoldow,,53.97301483,13.34415817
EDBZ,,,Schwarzheide - Schipkau,,51.49034882,13.87835979
EDCA,,,Anklam,,53.83200836,13.66947746
EDCB,,,Ballenstedt-Harz,,51.74407196,11.22924232
EDCD,EDCD,CBU,Cottbus - Drewitz,Germany,51.88947678,14.53198624
EDCE,EDCE,,Eggersdorf,Germany,52.48283386,14.09083366
EDCF,,,Friedersdorf,,52.28070068,13.80257416
EDCG,EDCG,GTI,Rugen,Germany,54.38383484,13.32566643
EDCH,,,Sprossen,,51.04323578,12.23197556
EDCI,,,Klix,,51.27290344,14.50748253
EDCJ,EDCJ,,Chemnitz/Jahnsdorf,Germany,50.74733353,12.83733368
EDCK,,,K�then,,51.72360992,11.95056343
EDCL,,,Klietz/Scharlibbe,,52.70970535,12.07265854
EDCM,EDCM,,Kamenz,Germany,51.29700089,14.12749958
EDCN,,,Nauen,,52.6263504,12.91394138
EDCO,,,Obermehler-Schlotheim,,51.26715088,10.63476753
EDCP,EDCP,PEF,Peenem�nde,Germany,54.1578331,13.77266693
EDCQ,,,Aschersleben,,51.7658844,11.49620438
EDCR,,,Rerik-Zweedorf,,54.08222961,11.64839363
EDCS,EDCS,,Saarmund,Germany,52.30916595,13.10055542
EDCT,,,Taucha,,51.39734268,12.53541374
EDCU,,,G�strow,,53.80297089,12.22978592
EDCV,,,Pasewalk,,53.50836945,13.94852448
EDCW,,,Wismar-M�ggenburg,,53.91513824,11.50146198
EDCX,EDCX,,Purkshof,Germany,54.16083145,12.24861145
EDCY,EDCY,,Spremberg - Welzow,Germany,51.57699966,14.13700008
EDDB,EDDB,BER,Berlin Brandenburg,Germany,52.36224747,13.50067234
EDDC,EDDC,DRS,Dresden,Germany,51.13434601,13.76799965
EDDE,EDDE,ERF,Erfurt-Weimar,Germany,50.97981262,10.95810604
EDDF,EDDF,FRA,Frankfurt Am Main,DEU,50.03330612,8.57045555
EDDG,EDDG,FMO,Muenster- Osnabrueck,Germany,52.13464355,7.68483067
EDDH,EDDH,HAM,Hamburg Fuhlsbuettel,Germany,53.63039017,9.98822784
EDDI,,,Berlin Tempelhof,,52.47472,13.40316677
EDDK,EDDK,CGN,Koeln - Bonn,Germany,50.86591721,7.14274454
EDDL,EDDL,DUS,Duesseldorf,Germany,51.28092575,6.75731134
EDDM,EDDM,MUC,Muenchen Franz-Josef-Strauss,Germany,48.35378265,11.78608608
EDDN,EDDN,NUE,N�rnberg,Germany,49.49869919,11.07800865
EDDP,EDDP,LEJ,Leipzig-Halle,Germany,51.42399216,12.23638344
EDDR,EDDR,SCN,Saarbruecken,Germany,49.21455383,7.10950851
EDDS,EDDS,STR,Stuttgart Manfred Rommel,Germany,48.68987656,9.22196388
EDDT,EDDT,TXL,Berlin Tegel,Germany,52.55968475,13.28771114
EDDV,EDDV,HAJ,Hannover,Germany,52.46021271,9.68352222
EDDW,EDDW,BRE,Bremen,Germany,53.04740143,8.78674698
EDEB,,,Bad Langensalza,,51.12941742,10.62232971
EDEG,,,Gotha-Ost,,50.97009277,10.72781181
EDEH,EDEH,,Herrenteich,Germany,49.34500122,8.48777771
EDEL,EDEL,,Langenlonsheim,DEU,49.90833282,7.90766668
EDEM,EDEM,,Homberg Mosenberg,Germany,51.06283188,9.42199993
EDEN,EDEN,,Bad Hersfeld,Germany,50.8445015,9.70733356
EDEP,EDEP,,Heppenheim Bergstrasse,Germany,49.62138748,8.625
EDEQ,,,M�hlhausen,,51.2131424,10.54939556
EDER,EDER,,Wasserkuppe,Germany,50.49783325,9.94950008
EDES,EDES,,Darmstadt Griesheim,DEU,49.85472107,8.58666706
EDEW,EDEW,,Walld�rn,Germany,49.58166504,9.40222263
EDFA,EDFA,,Neu-Anspach,Germany,50.28966522,8.53683376
EDFB,EDFB,,Reichelsheim,DEU,50.33866501,8.87866688
EDFC,EDFC,,Aschaffenburg,Germany,49.93883514,9.0625
EDFD,EDFD,,Bad Neustadt/Saale Grasberg,Germany,50.30550003,10.22649956
EDFE,EDFE,QEF,Frankfurt-Egelsbach,Germany,49.9608345,8.64150047
EDFG,EDFG,,Gelnhausen,Germany,50.19722366,9.17000008
EDFH,EDFH,HHN,Frankfurt-Hahn,Germany,49.94867325,7.2638917
EDFI,EDFI,,Hirzenhain,Germany,50.78749847,8.39216709
EDFJ,,,Lager Hammelburg,,50.09797668,9.88499641
EDFK,,,Bad Kissingen,,50.21032715,10.06900024
EDFL,EDFL,,Giessen - Luetzellinden,Germany,50.54383469,8.59016705
EDFM,EDFM,MHG,Mannheim City,Germany,49.47270584,8.51426411
EDFN,EDFN,,Marburg Schoenstadt,Germany,50.87450027,8.81499958
EDFO,EDFO,,Michelstadt Odenwald,Germany,49.67850113,8.97233295
EDFP,EDFP,,Ober-Moerlen,Germany,50.36194611,8.71055603
EDFQ,EDFQ,,Allendorf/Eder,DEU,51.03536987,8.68086433
EDFR,EDFR,,Rothenburg Ob Der Tauber,Germany,49.39066696,10.21883297
EDFS,EDFS,,Schweinfurt S�d,Germany,50.01050186,10.25133324
EDFT,,,Lauterbach,,50.68353271,9.41156101
EDFU,EDFU,,Mainbullau,Germany,49.69499969,9.18200016
EDFV,EDFV,,Worms,Germany,49.60633469,8.36683369
EDFW,EDFW,,Wuerzburg Schenkenturm,Germany,49.81800079,9.89716625
EDFX,EDFX,,Hockenheim,Germany,49.32533264,8.5284996
EDFY,EDFY,,Elz,Germany,50.42683411,8.01099968
EDFZ,EDFZ,QMZ,Mainz-Finthen,Germany,49.96849823,8.14799976
EDGA,EDGA,,Ailertchen,Germany,50.59316635,7.94500017
EDGB,EDGB,,Breitscheid,Germany,50.67716599,8.17033291
EDGE,EDGE,EIB,Eisenach-Kindel,Germany,50.99216843,10.47599983
EDGF,EDGF,,Fulda-Jossa,Germany,50.47555542,9.44194412
EDGH,EDGH,,Hettstadt,Germany,49.79861069,9.83694458
EDGI,EDGI,,Ingelfingen - Buehlhof,Germany,49.32166672,9.66361141
EDGJ,EDGJ,,Ochsenfurt,Germany,49.67330933,10.07107353
EDGK,EDGK,,Korbach,Germany,51.25388718,8.87611103
EDGL,EDGL,,Ludwigshafen Unfallklinik,Germany,49.48652267,8.38924313
EDGM,,,Mosbach - Lohrbach,,49.39884567,9.12372971
EDGN,,,Nordenbeck,,51.23484802,8.81912422
EDGO,,,Oedheim,,49.24134445,9.23522949
EDGP,EDGP,,Oppenheim,Germany,49.84049988,8.37683296
EDGQ,EDGQ,,Schameder,Germany,51,8.30694485
EDGR,EDGR,,Reiskirchen,Germany,50.5668335,8.86983299
EDGS,EDGS,SGE,Siegerland,Germany,50.70765686,8.08296967
EDGT,EDGT,,Bottenhorn,Germany,50.79472351,8.46361065
EDGU,,,Unterschuepf,,49.51580811,9.66879845
EDGW,,,Wolfhagen,,51.30725098,9.17512703
EDGX,,,Walldorf,,49.30590057,8.66004467
EDGY,EDGY,,Kitzingen,Germany,49.74333191,10.2033329
EDGZ,EDGZ,,Weinheim Bergstrasse,Germany,49.56750107,8.61116695
EDH1,,,Neujellingsdorf,Germany,54.45583344,11.1091671
EDHA,,,Ahlhorn,,52.88618469,8.23274612
EDHB,EDHB,,Grube,Germany,54.2452774,11.0247221
EDHC,EDHC,,Luechow Rehbeck,Germany,53.01599884,11.14566708
EDHD,,,G�ttingen-Heilbad Heiligenstadt,,51.40773773,10.14624977
EDHE,EDHE,,Uetersen,Germany,53.64699936,9.70416641
EDHF,EDHF,,Itzehoe Hungriger Wolf,Germany,53.99449921,9.57849979
EDHG,EDHG,,Lueneburg,Germany,53.24833298,10.45861149
EDHI,EDHI,XFW,Hamburg Finkenwerder,Germany,53.53379822,9.83228588
EDHK,EDHK,KEL,Kiel-Holtenau,Germany,54.37947083,10.14515018
EDHL,EDHL,LBC,Luebeck Blankensee,Germany,53.80536652,10.71922207
EDHM,,,Hartenholm,,53.91439056,10.03559303
EDHN,,,Neumuenster,,54.07762909,9.94255447
EDHO,EDHO,,Ahrenlohe,Germany,53.69983292,9.74050045
EDHP,EDHP,,Pellworm,Germany,54.53583145,8.68183327
EDHS,EDHS,,Stade,Germany,53.5613327,9.49833298
EDHU,EDHU,,Lauenbrueck,Germany,53.20716476,9.57383347
EDHW,EDHW,,Wahlstedt,Germany,53.9695015,10.22166634
EDJA,EDJA,FMM,Memmingen/ Allgaeu,Germany,47.98882294,10.23948288
EDJG,EDJG,,Grabenst�tt,Germany,47.85300064,12.55049992
EDKA,EDKA,AAH,Aachen-Merzbrueck,Germany,50.82300186,6.18633318
EDKB,EDKB,BNJ,Bonn-Hangelar,Germany,50.76883316,7.16400003
EDKD,EDKD,,Altena - Hegenscheid,Germany,51.31299973,7.70366669
EDKE,EDKE,,Kamen-Heeren,Germany,51.59033203,7.71000004
EDKF,EDKF,,Bergneustadt-Auf Dem Duempel,Germany,51.05183411,7.70633316
EDKH,EDKH,,Huensborn,Germany,50.92889023,7.89916658
EDKI,EDKI,,Betzdorf,Germany,50.81816483,7.83249998
EDKL,EDKL,,Flugplatz Leverkusen,Germany,51.01527786,7.00611115
EDKM,EDKM,,Meschede-Schueren,Germany,51.30233383,8.2373333
EDKN,EDKN,,Wipperfuerth-Neye,Germany,51.12366486,7.37416649
EDKO,EDKO,,Brilon-Hochsauerland,Germany,51.40250015,8.64183331
EDKP,EDKP,,Plettenberg-Huelinghausen,Germany,51.19194412,7.78944445
EDKR,EDKR,,Schmallenberg-Rennefeld,Germany,51.16149902,8.26066685
EDKU,EDKU,,Attendorn-Finnentrop,Germany,51.14616776,7.9369998
EDKV,EDKV,,Dahlemer Binz,Germany,50.40566635,6.52899981
EDKW,EDKW,,Werdohl-Kuentrop,Germany,51.29694366,7.8166666
EDKZ,EDKZ,,Meinerzhagen,Germany,51.10100174,7.5996666
EDLA,EDLA,ZCA,Arnsberg-Menden,Germany,51.48333359,7.89933348
EDLB,EDLB,,Borkenberge,Germany,51.78033447,7.29033327
EDLC,EDLC,,Kamp-Lintfort,Germany,51.5288887,6.53611088
EDLD,EDLD,ZCV,Dinslaken- Schwarze Heide,Germany,51.61600113,6.86116648
EDLE,EDLE,ESS,Essen-Muelheim,Germany,51.40233231,6.93733311
EDLF,EDLF,,Grefrath-Niershorst,Germany,51.33399963,6.35933352
EDLG,EDLG,,Goch-Asperden,Germany,51.69083405,6.10416651
EDLH,EDLH,,Hamm-Lippewiesen,Germany,51.68999863,7.8166666
EDLI,EDLI,BFE,Bielefeld,Germany,51.96483231,8.54483318
EDLJ,EDLJ,,Detmold,Germany,51.94100189,8.90416622
EDLK,EDLK,,Krefeld- Egelsberg,Germany,51.38499832,6.5875001
EDLM,EDLM,,Marl- Loemuehle,Germany,51.64699936,7.16366673
EDLN,EDLN,MGL,Moenchengladbach,Germany,51.23035431,6.50449467
EDLO,,,Oerlinghausen,,51.93129349,8.66539383
EDLP,EDLP,PAD,Paderborn-Lippstadt,DEU,51.61408997,8.6163168
EDLQ,,,Beelen,,51.93169022,8.08179379
EDLR,EDLR,,Paderborn-Haxterberg,Germany,51.6883316,8.77483368
EDLS,,,Stadtlohn - Vreden,,51.99580002,6.84182167
EDLT,EDLT,,Muenster - Telgte,Germany,51.94466782,7.77266645
EDLU,,,Oelde-Bergeler,,51.83074188,8.17505932
EDLV,EDLV,NRN,Weeze - Niederrhein,Germany,51.60241318,6.14217234
EDLW,EDLW,DTM,Dortmund - Wickede,Germany,51.51831436,7.61224174
EDLX,EDLX,,Wesel-Roemerwardt,Germany,51.66283417,6.59566689
EDLY,EDLY,,Borken-Hoxfeld,Germany,51.85333252,6.81483316
EDLZ,EDLZ,,Soest Bad Sassendorf,Germany,51.57805634,8.21472263
EDMA,EDMA,AGB,Augsburg,Germany,48.42515945,10.93176365
EDMB,EDMB,,Biberach A.D. Riss,Germany,48.11100006,9.7628336
EDMC,,,Blaubeuren,,48.41886902,9.7976532
EDMD,,,Dachau-Gr�benried,,48.22851563,11.42262268
EDME,EDME,,Eggenfelden,Germany,48.39611053,12.72361088
EDMF,,,Passau - Fuerstenzell,,48.51792145,13.34619141
EDMG,EDMG,,G�nzburg-Donauried,Germany,48.48722076,10.28333378
EDMH,EDMH,,Gunzenhausen-Reutberg,Germany,49.11199951,10.78183365
EDMI,,,Illertissen,,48.23529816,10.13844681
EDMJ,EDMJ,,Jesenwang,Germany,48.17433167,11.125
EDMK,EDMK,,Kempten - Durach,Germany,47.69277954,10.33833313
EDML,EDML,,Landshut - Ellerm�hle,Germany,48.51166534,12.03333378
EDMN,EDMN,,Mindelheim Mattsies,Germany,48.10883331,10.524333
EDMO,EDMO,OBF,Oberpfaffenhofen,Germany,48.08136368,11.28306675
EDMP,,,Vilsbiburg,,48.42611694,12.34515858
EDMQ,EDMQ,,Donauw�rth-Genderkingen,Germany,48.70283508,10.85099983
EDMR,,,Ottobrunn,,48.04786682,11.6537981
EDMS,EDMS,RBM,Straubing,Germany,48.90095139,12.51818657
EDMT,,,Tannheim,,48.00939941,10.09964466
EDMU,,,Gundelfingen,,48.56884766,10.35685158
EDMV,EDMV,,Vilshofen,Germany,48.63516617,13.19566631
EDMW,EDMW,,Deggendorf,Germany,48.83027649,12.8797226
EDMX,,,Oberschleissheim,Germany,48.23795319,11.56542587
EDMY,EDMY,,Muehldorf,Germany,48.27899933,12.50466633
EDNA,,,Ampfing-Waldkraiburg,,48.26301575,12.41194153
EDNB,EDNB,,Arnbruck,Germany,49.12516785,12.98499966
EDNC,,,Beilngries,,49.02118683,11.48437405
EDND,EDND,,Dinkelsbuehl-Sinbronn,Germany,49.06499863,10.40100002
EDNE,,,Erbach,,48.34204865,9.9159565
EDNF,,,Elsenthal-Grafenau,,48.82255173,13.36735535
EDNG,EDNG,,Gingen/Brenz,Germany,48.63516617,10.21549988
EDNH,EDNH,,Bad Woerishofen-Nord,Germany,48.01615906,10.614048
EDNI,,,Berching,,49.1317215,11.44357491
EDNJ,EDNJ,,Neuburg-Egweil,Germany,48.78222275,11.21527767
EDNK,,,Kirchdorf/Inn,,48.23841095,12.97693634
EDNL,EDNL,,Leutkirch - Unterzeil,Germany,47.85883331,10.01433372
EDNM,EDNM,,Nittenau - Bruck,Germany,49.22211075,12.29679108
EDNO,EDNO,,N�rdlingen,Germany,48.87266541,10.50516701
EDNP,,,Pfarrkirchen,,48.42054749,12.86500549
EDNQ,EDNQ,,Bopfingen,Germany,48.8484993,10.33383369
EDNR,EDNR,,Regensburg - Oberhub,Germany,49.14202881,12.08161068
EDNS,,,Schwabmuenchen,,48.17948151,10.70313549
EDNT,EDNT,,Treuchtlingen-Bubenheim,Germany,48.99599838,10.88483334
EDNU,,,Thannhausen,,48.29043579,10.44275093
EDNV,,,Vogtareuth,,47.94646454,12.20542908
EDNW,,,Weissenhorn,,48.28974915,10.14019966
EDNX,EDNX,,Oberschleissheim,Germany,48.23899841,11.55916691
EDNY,EDNY,FDH,Friedrichshafen,Germany,47.67131805,9.51148605
EDNZ,,,Zell-Haidberg,,50.13722229,11.79373455
EDOA,EDOA,,Auerbach,Germany,50.49733353,12.37800026
EDOB,,,Bad Berka,,50.90475464,11.26027107
EDOC,,,Gardelegen,,52.52895355,11.35382175
EDOD,,,Reinsdorf,,51.89966583,13.19543457
EDOE,EDOE,,Boehlen,Germany,51.21527863,12.36777782
EDOF,,,Bad Frankenhausen,,51.37277603,11.14361
EDOG,,,Torgau-Beilrode,,51.57111359,13.05263615
EDOH,,,Langhennersdorf,,50.94732666,13.25855446
EDOI,,,Bienenfarm - Nauen,,52.65945435,12.74860668
EDOJ,EDOJ,,Luesse,Germany,52.14416504,12.66966629
EDOK,,,Rudolstadt-Groschwitz,,50.73448563,11.23378754
EDOL,,,Oschersleben,,52.03556061,11.20572853
EDOM,,,Klein M�hlingen,,51.94761658,11.76893616
EDON,EDON,,Neuhardenberg,Germany,52.61299896,14.24266624
EDOP,EDOP,SZW,Schwerin Parchim,Germany,53.42699814,11.78343582
EDOQ,,,Oschatz,,51.29666138,13.07965279
EDOR,EDOR,,St�lln/Rhinow,Germany,52.74111176,12.39000034
EDOS,,,Pennewitz,,50.66916656,11.05000114
EDOT,,,Greiz-Obergrochlitz,,50.6437645,12.1747551
EDOU,,,Weimar-Umpferstedt,,50.96530151,11.39994621
EDOV,EDOV,ZSN,Stendal-Borstel,Germany,52.62874603,11.81999969
EDOW,EDOW,,Waren-Vielist,Germany,53.56866837,12.65283298
EDOX,,,Renneritz,,51.59474182,12.23706627
EDOY,EDOY,,Blumberg/Rehhan,Germany,52.60093689,13.5759182
EDOZ,,,Sch�nebeck-Zackm�nde,,51.99910736,11.78988266
EDPA,EDPA,,Aalen - Elchingen,Germany,48.77783203,10.26466656
EDPB,EDPB,,Bad Ditzenbach,Germany,48.56283188,9.72916698
EDPC,,,Bad Endorf,,47.92679214,12.28717899
EDPD,,,Dingolfing,,48.65683746,12.49880028
EDPE,EDPE,,Eichst�tt,Germany,48.8769455,11.18222237
EDPF,,,Schwandorf,,49.33962631,12.18793297
EDPG,EDPG,,Griesau,Germany,48.95366669,12.42133331
EDPH,EDPH,,Schwabach-Buechenbach,Germany,49.26866531,11.00949955
EDPI,,,Moosburg-Auf Der Kippe,,48.4568367,11.94181252
EDPJ,EDPJ,,Laichingen,Germany,48.49668121,9.63934231
EDPK,EDPK,,Sch�nberg,Germany,48.04777908,12.50055599
EDPM,,,Donzdorf,,48.67832947,9.84554482
EDPO,EDPO,,Neumarkt Oberpfalz,Germany,49.28555679,11.44472218
EDPQ,,,Schmidgaden,,49.42951584,12.09822083
EDPR,,,Airbus Helicopters Donauw�rth,,48.70755005,10.7694416
EDPS,EDPS,,Sonnen,Germany,48.68283463,13.69583321
EDPT,,,Gerstetten,,48.62220764,10.05906105
EDPU,,,Bartholomae - Amalienhof,,48.74644852,10.00462246
EDPW,,,Thalmaessing-Waizenhofen,,49.0642395,11.20857048
EDPY,EDPY,,Ellwangen,Germany,48.96111298,10.23638916
EDQA,EDQA,,Bamberg-Breitenau,Germany,49.92050171,10.91450024
EDQB,EDQB,,Bad Windsheim,Germany,49.51044464,10.36643124
EDQC,EDQC,,Coburg - Brandensteinsebene,Germany,50.26327896,10.99505043
EDQD,EDQD,BYU,Bayreuth,Germany,49.98442841,11.63856983
EDQE,EDQE,URD,Burg Feuerstein,Germany,49.79383469,11.13316631
EDQF,EDQF,,Ansbach-Petersdorf,Germany,49.36199951,10.66966629
EDQG,EDQG,,Giebelstadt,Germany,49.64813232,9.96648312
EDQH,EDQH,,Herzogenaurach,Germany,49.58250046,10.8781662
EDQI,EDQI,,Lauf-Lillinghof,Germany,49.60466766,11.2838335
EDQK,,,Kulmbach,,50.13468933,11.45810223
EDQL,,,Lichtenfels,,50.14788437,11.04757023
EDQM,EDQM,HOQ,Hof-Plauen,Germany,50.28883743,11.85491943
EDQN,EDQN,,Neustadt A.D. Aisch,Germany,49.5878334,10.57766628
EDQO,EDQO,,Ottengruener Heide,Germany,50.22583389,11.73250008
EDQP,,,Rosenthal Field Ploessen,,49.86411285,11.78766251
EDQR,,,Ebern-Sendelbach,,50.03974915,10.82208633
EDQS,,,Suhl-Goldlauter,,50.63245392,10.7258091
EDQT,,,Hassfurt - Schweinfurt,,50.01800919,10.52936554
EDQW,EDQW,,Weiden/Opf.,Germany,49.67883301,12.1164999
EDQX,EDQX,,Hetzleser Berg,Germany,49.64222336,11.16166687
EDQY,,,Coburg-Steinruecken,,50.23068237,10.99532318
EDQZ,,,Pegnitz-Zipser Berg,,49.76222992,11.57425117
EDRA,EDRA,,Bad Neuenahr-Ahrweiler,Germany,50.55783463,7.1371665
EDRB,EDRB,BBJ,Bitburg,Germany,49.94533157,6.56500006
EDRD,EDRD,,Neumagen-Dhron,Germany,49.84266663,6.91616678
EDRE,EDRE,,Mendig,Germany,50.36600113,7.31533337
EDRF,EDRF,,Bad Duerkheim,Germany,49.47299957,8.19633293
EDRG,EDRG,,Idar-Oberstein/Goettschied,Germany,49.73283386,7.33799982
EDRH,EDRH,,Hoppstaedten Weiersbach,Germany,49.61133194,7.18499994
EDRI,EDRI,,Linkenheim,Germany,49.14110947,8.39472198
EDRJ,,,Saarlouis - Dueren,,49.31254196,6.67394161
EDRK,EDRK,ZNV,Koblenz - Winningen,Germany,50.32550049,7.5286665
EDRL,,,Lachen-Speyerdorf,,49.33113861,8.21259594
EDRM,EDRM,,Mont Royal Traben-Trarbach,Germany,49.96783447,7.11166668
EDRN,EDRN,,Nannhausen,Germany,49.97000122,7.47849989
EDRO,,,Schweighofen,,49.03167725,7.99076939
EDRP,,,Pirmasens,,49.26386642,7.48835707
EDRS,EDRS,,Bad Sobernheim-Domberg,Germany,49.79083252,7.66583347
EDRT,EDRT,ZQF,Trier - Foehren,Germany,49.86349869,6.78816652
