"icao","lat","lon","type","size","name","city","state","country","elev","surfaceType","longestRwy","services"
"61A","31.97990036","-87.33889771","civil","1277","Camden Mun","Camden","Alabama","United States","142","1","4190","0"
"61AR","36.3083992","-92.53070068","civil","853","The Valley","Cotter","Arkansas","United States","499","1","2799","0"
"61B","35.947498322","-114.8610001","civil","3307","Boulder City Mun","Boulder City","Nevada","United States","2200","1","4799","3"
"61C","42.963199615","-88.81759644","civil","1158","Ft Atkinson Mun","Ft Atkinson","Wisconsin","United States","799","1","3799","0"
"61CA","34.174701691","-116.0670013","civil","396","Bauer","Twentynine Palms","California","United States","1949","4","1299","0"
"61CL","32.673400879","-115.5589981","civil","762","Johnson Brothers","Calexico","California","United States","0","4","2499","0"
"61D","42.468101501","-85.64720154","civil","1585","Plainwell Mun","Plainwell","Michigan","United States","721","1","2649","0"
"61FD","24.548099518","-81.83209991","water","3499","Chalk's Key West","Key West","Florida","United States","0","11","11999","3"
"61G","43.112499237","-84.52079773","civil","663","Randolph's Landing Area","St Johns","Michigan","United States","699","5","2174","0"
"61GA","33.301799774","-82.17230225","civil","762","Pea Patch Aerodrome","Blythe","Georgia","United States","433","5","2499","0"
"61II","41.362499237","-85.47779846","civil","366","Kay Field","Wolflake","Indiana","United States","929","5","1199","0"
"61IL","39.466400146","-90.04720306","civil","732","Ross Rla","Palmyra","Illinois","United States","691","5","2399","0"
"61IN","38.713699341","-85.60359955","civil","472","Wilkerson's","Scottsburg","Indiana","United States","729","5","1549","0"
"61IS","41.054798126","-88.38729858","civil","732","Jim &amp; Peg Rla","Dwight","Illinois","United States","629","5","2399","0"
"61K","37.148399353","-96.18530273","civil","1509","Sedan City","Sedan","Kansas","United States","1004","5","3159","0"
"61KS","39.758899689","-95.09580231","civil","610","Masters Field","Troy","Kansas","United States","1119","5","1999","0"
"61KY","38.550098419","-84.76329803","civil","579","Schroder","Owenton","Kentucky","United States","909","5","1899","0"
"61LL","38.773101807","-89.59359741","civil","488","Smith Rla","Peirron","Illinois","United States","529","5","1599","0"
"61MN","45.953601837","-96.40090179","civil","914","Traverse Air","Wheaton","Minnesota","United States","1001","5","2999","0"
"61MO","39.548599243","-92.09880066","civil","792","Carl Ensor","Grainville","Missouri","United States","739","5","2599","0"
"61NC","34.871299744","-78.96559906","civil","1219","Southern Comforts Aerodrome","Parkton","North Carolina","United States","174","5","3999","0"
"61ND","47.947498322","-97.66200256","civil","610","Bakke","Larimore","North Dakota","United States","1124","5","1999","0"
"61NJ","39.691501617","-75.14320374","civil","610","Thomas Browne Airpark","Glassboro","New Jersey","United States","144","5","1999","0"
"61NY","43.168701172","-78.78230286","civil","488","Bassett Field","Lockport","New York","United States","628","5","1599","0"
"61OH","41.198101044","-81.20950317","civil","1173","Jetway","Ravenna","Ohio","United States","1129","5","2249","0"
"61OK","35.799999237","-97.60870361","civil","610","The Highlands","Cashion","Oklahoma","United States","1159","5","1999","0"
"61OR","44.33480072","-121.3550034","civil","549","The Citadel","Sisters","Oregon","United States","3076","4","1799","0"
"61PA","41.694499969","-77.16500092","civil","747","Hi Line Lodge","Wellsboro","Pennsylvania","United States","2201","5","2449","0"
"61PN","40.425701141","-75.23239899","civil","853","A G A Farms","Perkasie","Pennsylvania","United States","449","1","2799","0"
"61R","30.884399414","-93.7417984","civil","1219","Newton Mun","Newton","Texas","United States","319","1","3999","0"
"61S","43.799800873","-123.0289993","civil","975","Cottage Grove State","Cottage Grove","Oregon","United States","639","1","3199","0"
"61T","29.841899872","-95.79799652","civil","762","Freeman Property","Katy","Texas","United States","157","5","2499","0"
"61TA","32.883998871","-94.60769653","civil","1219","Eagle Landing","Avinger","Texas","United States","379","5","3999","0"
"61TE","32.986801147","-97.61969757","civil","732","Kezer Air Ranch","Springtown","Texas","United States","829","1","2399","0"
"61TX","29.972400665","-96.30719757","civil","549","Traylor Tick Farm","Bellville","Texas","United States","249","5","1799","0"
"61VA","39.235401154","-78.01190186","civil","914","High View Farm","Berryville","Virginia","United States","594","5","2999","0"
"61WA","48.472000122","-123.0179977","civil","762","Burden Field-(Rabbit Run)","Friday Harbor","Washington","United States","49","5","2499","0"
"61WI","43.708301544","-88.28569794","civil","610","Dinnerbell","Eden","Wisconsin","United States","1119","5","1999","0"
"61XS","29.324399948","-96.02079773","civil","853","Shanks AG Strip","Wharton","Texas","United States","99","5","2799","0"
"61Y","38.20759964","-87.77429962","civil","995","Koch","Poseyville","Indiana","United States","449","5","1899","0"
"62AK","61.572898865","-149.5749969","water","999","Wallis Lake Spb","Wasilla","Alaska","United States","319","11","1999","0"
"62B","44.657001495","-67.55919647","civil","274","Drisko","Jonesboro","Maine","United States","69","5","899","0"
"62C","42.811401367","-88.09429932","civil","1115","Cindy Guntly Meml","Franksville","Wisconsin","United States","789","5","2457","0"
"62CL","35.40719986","-118.5","civil","1143","Flying S Ranch","Caliente","California","United States","3484","4","3749","0"
"62CO","40.098300934","-104.4250031","civil","762","The Farm","Keenesburg","Colorado","United States","4819","5","2499","0"
"62D","41.266998291","-80.92739868","civil","1767","Warren","Warren","Ohio","United States","904","1","3094","0"
"62FD","30.125299454","-81.74420166","water","999","Doctors Lake","Orange Park","Florida","United States","9","11","2499","0"
"62GA","33.32460022","-83.91629791","civil","893","Seven Lakes","Jackson","Georgia","United States","629","5","2929","0"
"62H","30.169300079","-96.98000336","civil","1222","Giddings-Lee Co","Giddings","Texas","United States","484","1","4009","0"
"62IA","42.066699982","-91.3667984","civil","671","Lerchs","Martelle","Iowa","United States","940","5","2199","0"
"62IL","42.186100006","-88.60430145","civil","587","Ferris Field","Marengo","Illinois","United States","840","5","1924","0"
"62IN","40.430900574","-85.978302","civil","488","Fowler Field /Pvt/","Greentown","Indiana","United States","853","5","1599","0"
"62IS","40.087501526","-87.90750122","civil","805","Wilson","Fithian","Illinois","United States","669","5","2639","0"
"62K","39.847198486","-96.1128006","civil","732","Seneca Mun","Seneca","Kansas","United States","1269","5","2399","0"
"62LA","30.075199127","-92.21369934","civil","792","Ken Guidry Nr 4","Maurice","Louisiana","United States","20","1","2599","0"
"62LL","40.169498444","-90.29039764","civil","594","J R Briney And Sons","Browning","Illinois","United States","459","5","1949","0"
"62MI","41.830600739","-83.56529999","civil","792","Combs","Samaria","Michigan","United States","639","5","2599","0"
"62MN","45.381401062","-92.68240356","civil","1768","Taylors Falls","Taylors Falls","Minnesota","United States","919","5","1999","0"
"62MO","39.060600281","-94.20330048","civil","792","Washburn Farm","Grain Valley","Missouri","United States","854","5","2599","0"
"62NC","34.936798096","-76.94470215","civil","671","Hickory Hill","Havelock","North Carolina","United States","29","1","2199","0"
"62ND","47.779201508","-97.7594986","civil","1311","Morten","Larimore","North Dakota","United States","1339","5","2599","0"
"62NE","40.447498322","-100.7929993","civil","1106","Beebe","Hayes Center","Nebraska","United States","2859","5","3629","0"
"62NJ","40.332099915","-74.34680176","water","999","Old Bridge","Old Bridge","New Jersey","United States","60","11","2299","0"
"62NM","32.598701477","-104.4260025","civil","1649","Seven Rivers","Carlsbad","New Mexico","United States","3359","1","3209","0"
"62NY","43.194499969","-78.79840088","civil","762","Lockport Cambria","Lockport","New York","United States","409","5","2499","0"
"62OH","39.684398651","-82.46679688","civil","1036","Willard Field","Bremen","Ohio","United States","819","5","3399","0"
"62OK","36.339199066","-94.92040253","civil","884","Lewis North","Jay","Oklahoma","United States","959","5","2899","0"
"62PA","40.036201477","-76.99549866","civil","792","Shreveport North","Wellsville","Pennsylvania","United States","549","5","2599","0"
"62S","43.236499786","-120.6660004","civil","1585","Christmas Valley","Christmas Valley","Oregon","United States","4316","1","5199","0"
"62TA","30.318300247","-97.30220032","civil","472","Hawken Air One","Elgin","Texas","United States","519","4","1549","0"
"62TX","31.09180069","-97.46029663","civil","732","Barge Ranch","Belton","Texas","United States","589","1","2399","0"
"62U","43.65819931","-116.7509995","civil","762","Davison Ranch","Caldwell","Idaho","United States","2369","5","2499","0"
"62VA","36.669898987","-76.72859955","civil","671","Grasso Salvage","Holland","Virginia","United States","69","5","2199","0"
"62WA","48.105400085","-123.1080017","civil","610","Davis Field","Sequim","Washington","United States","129","5","1999","0"
"62XS","32.022399902","-98.13369751","civil","732","J F Ranch","Clairette","Texas","United States","1219","5","2399","0"
"63A","56.81129837","-132.9600067","water","999","Lloyd R. Roundtree Seaplane Facility","Petersburg","Alaska","United States","0","11","8999","0"
"63AK","61.579799652","-149.9409943","civil","366","Kucera Residence","Big Lake","Alaska","United States","174","2","1199","0"
"63AR","35.251499176","-90.45980072","civil","1554","McNeely","Earle","Arkansas","United States","211","5","2899","0"
"63B","43.764198303","-70.67310333","civil","914","Limington-Harmon","Limington","Maine","United States","290","1","2999","0"
"63C","43.961200714","-89.78800201","civil","2048","Adams Co Legion","Friendship","Wisconsin","United States","975","1","3398","0"
"63CA","33.481098175","-115.8740005","civil","914","Desert Air Sky Ranch","North Shore","California","United States","0","4","2999","0"
"63CL","38.716598511","-122.1389999","civil","853","G3 Ranch","Capay","California","United States","359","5","2799","0"
"63CO","38.705501556","-108.9369965","civil","762","Hendricks Field At West Creek Ranch","Gateway","Colorado","United States","4819","5","2499","0"
"63F","32.173599243","-101.8219986","civil","1292","Stanton Mun","Stanton","Texas","United States","2730","1","4239","0"
"63FD","29.696100235","-82.48889923","civil","698","Link Field","Alachua","Florida","United States","99","5","2289","0"
"63GA","33.452899933","-84.09519958","civil","823","Zips","McDonough","Georgia","United States","879","5","2699","0"
"63II","39.50510025","-86.03029633","civil","503","Woods Field","Franklin","Indiana","United States","749","5","1649","0"
"63IL","42.1833992","-88.59449768","civil","770","Flying B","Marengo","Illinois","United States","839","5","2524","0"
"63IN","39.899501801","-86.271698","civil","549","Ropkey Field","Indianapolis","Indiana","United States","879","5","1799","0"
"63K","38.821098328","-94.60970306","civil","610","Hillside","Stilwell","Kansas","United States","1024","1","1999","0"
"63KS","39.328300476","-97.06089783","civil","579","5-D Ranch","Clay Center","Kansas","United States","1189","5","1899","0"
"63KY","38.05670166","-83.70909882","civil","610","W.R. Belcher","Olympia","Kentucky","United States","799","5","1999","0"
"63LA","29.964099884","-91.91210175","civil","598","Leonards Airfield &amp; Indust Park","Delcambre","Louisiana","United States","22","5","1961","0"
"63M","38.705299377","-91.49019623","civil","975","Hermann Mun","Hermann","Missouri","United States","509","1","3197","0"
"63MN","47.094398499","-91.60019684","civil","610","Weideman Intl","Two Harbors","Minnesota","United States","929","5","1999","0"
"63NC","35.836299896","-77.99639893","civil","853","Wood","Wilson","North Carolina","United States","169","5","2799","0"
"63ND","46.365200043","-97.72820282","civil","762","Moellenkamp","Lisbon","North Dakota","United States","1239","5","2499","0"
"63NE","40.622501373","-99.64009857","civil","671","Hanson Field","Bertrand","Nebraska","United States","2469","5","2199","0"
"63NY","43.261199951","-78.96530151","civil","975","Shear","Ransomville","New York","United States","324","5","3199","0"
"63OH","39.702800751","-83.09390259","civil","853","White's","Darbyville","Ohio","United States","814","5","2799","0"
"63OI","40.335098267","-83.13600159","civil","610","Bowman Field","Delaware","Ohio","United States","964","5","1999","0"
"63OR","45.616500854","-123.0459976","civil","701","Mountaindale","Mountaindale","Oregon","United States","179","4","2299","0"
"63PA","40.321800232","-76.10050201","civil","366","Boyer","Wernersville","Pennsylvania","United States","509","5","1199","0"
"63S","48.541599274","-117.8840027","civil","823","Colville Mun","Colville","Washington","United States","1877","1","2699","0"
"63TA","34.269500732","-99.51429749","civil","939","Barnett","Chillicothe","Texas","United States","1384","5","3079","0"
"63TE","31.353500366","-95.20580292","civil","610","Flying S Ranch","Kennard","Texas","United States","369","2","1999","0"
"63TX","29.77519989","-98.57810211","civil","427","Grosser","Bergheim","Texas","United States","1353","5","1399","0"
"63WA","47.833301544","-117.2740021","civil","488","Boyle R &amp; D","Colbert","Washington","United States","2349","4","1599","0"
"63WI","42.665798187","-89.73760223","civil","686","Flying H","Monroe","Wisconsin","United States","1019","5","2249","0"
"63XS","30.224100113","-98.28859711","civil","1250","Byram Ranch","Hext","Texas","United States","1119","1","4099","0"
"63Y","44.291599274","-96.15029907","civil","762","Tyler Mun","Tyler","Minnesota","United States","1741","5","2499","0"
